key,title,authors,year,journal,publisher,citations,url,tool
matsushima2009omicbrowse,OmicBrowse: a Flash-based high-performance graphics interface for genomic resources,"Matsushima, Akihiro and Kobayashi, Norio and Mochizuki, Yoshiki and Ishii, Manabu and Kawaguchi, Shuji and Endo, Takaho A and Umetsu, Ryo and Makita, Yuko and Toyoda, Tetsuro",2009,Nucleic acids research,Oxford University Press,5,https://academic.oup.com/nar/article-abstract/37/suppl_2/W57/1145555,OmicBrowse
toyoda2006omicbrowse,OmicBrowse: a browser of multidimensional omics annotations,"Toyoda, Tetsuro and Mochizuki, Yoshiki and Player, Keith and Heida, Norio Kobayashi, Naohiko and Sakaki, Yoshiyuki",2006,Bioinformatics,Oxford University Press,29,https://academic.oup.com/bioinformatics/article-abstract/23/4/524/180157,OmicBrowse
beccuti2017seqbox,SeqBox: RNAseq/ChIPseq reproducible analysis on a consumer game computer,"Beccuti, Marco and Cordero, Francesca and Arigoni, Maddalena and Panero, Riccardo and Amparore, Elvio G and Donatelli, Susanna and Calogero, Raffaele A",2017,Bioinformatics,Oxford University Press,1,https://academic.oup.com/bioinformatics/article-abstract/34/5/871/4562334,SeqBox
kulkarni2017reproducible,Reproducible Bioinformatics Project: A community for reproducible bioinformatics analysis pipelines,"Kulkarni, Neha and Alessandri, Luca and Panero, Riccardo and Arigoni, Maddalena and Olivero, Martina and Cordero, Francesca and Beccuti, Marco and Calogero, Raffaele A",2017,bioRxiv,Cold Spring Harbor Laboratory,0,https://www.biorxiv.org/content/early/2017/12/26/239947.abstract,SeqBox
leader2007bugview,BugView: a tool for genome visualization and comparison.,"Leader, DP",2007,"Methods in molecular biology (Clifton, NJ)",,0,https://europepmc.org/abstract/med/17993670,BugView
leader2004bugview,BugView: a browser for comparing genomes,"Leader, David P",2004,Bioinformatics,Oxford University Press,23,https://academic.oup.com/bioinformatics/article-abstract/20/1/129/229034,BugView
cao2018give,GIVE: portable genome browsers for personal websites,"Cao, Xiaoyi and Yan, Zhangming and Wu, Qiuyang and Zheng, Alvin and Zhong, Sheng",2018,Genome biology,BioMed Central,1,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1465-6,GIVe
logan2011genedb,GeneDB—an annotation database for pathogens,"Logan-Klumpler, Flora J and De Silva, Nishadi and Boehme, Ulrike and Rogers, Matthew B and Velarde, Giles and McQuillan, Jacqueline A and Carver, Tim and Aslett, Martin and Olsen, Christian and Subramanian, Sandhya and others",2011,Nucleic acids research,Oxford University Press,171,https://academic.oup.com/nar/article-abstract/40/D1/D98/2902763,Web-Artemis
waese2017eplant,ePlant: visualizing and exploring multiple levels of data for hypothesis generation in plant biology,"Waese, Jamie and Fan, Jim and Pasha, Asher and Yu, Hans and Fucile, Geoffrey and Shi, Ruian and Cumming, Matthew and Kelley, Lawrence and Sternberg, Michael and Krishnakumar, Vivek and others",2017,The Plant Cell,Am Soc Plant Biol,15,http://www.plantcell.org/content/early/2017/08/14/tpc.17.00073.abstract,ePlant
fucile2011eplant,ePlant and the 3D data display initiative: integrative systems biology on the world wide web,"Fucile, Geoffrey and Di Biase, David and Nahal, Hardeep and La, Garon and Khodabandeh, Shokoufeh and Chen, Yani and Easley, Kante and Christendat, Dinesh and Kelley, Lawrence and Provart, Nicholas J",2011,PLoS One,Public Library of Science,26,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0015237,ePlant
stein2013using,Using GBrowse 2.0 to visualize and share next-generation sequence data,"Stein, Lincoln D",2013,Briefings in bioinformatics,Oxford University Press,73,https://academic.oup.com/bib/article-abstract/14/2/162/208860,GBrowse
donlin2009using,Using the generic genome browser (GBrowse),"Donlin, Maureen J",2009,Current Protocols in Bioinformatics,Wiley Online Library,118,https://currentprotocols.onlinelibrary.wiley.com/doi/abs/10.1002/0471250953.bi0909s28,GBrowse
gao2006gc,GC-Profile: a web-based tool for visualizing and analyzing the variation of GC content in genomic sequences,"Gao, Feng and Zhang, Chun-Ting",2006,Nucleic acids research,Oxford University Press,124,https://academic.oup.com/nar/article-abstract/34/suppl_2/W686/2505479,GC-Profile
abeel2011genomeview,GenomeView: a next-generation genome browser,"Abeel, Thomas and Van Parys, Thomas and Saeys, Yvan and Galagan, James and Van de Peer, Yves",2011,Nucleic acids research,Oxford University Press,94,https://academic.oup.com/nar/article-abstract/40/2/e12/2409789,GenomeView
medina2013genome,"Genome Maps, a new generation genome browser","Medina, Ignacio and Salavert, Francisco and Sanchez, Ruben and de Maria, Alejandro and Alonso, Roberto and Escobar, Pablo and Bleda, Marta and Dopazo, Joaqu{\'\i}n",2013,Nucleic acids research,Oxford University Press,28,https://academic.oup.com/nar/article-abstract/41/W1/W41/1113984,Genome Maps
axelrod2008huref,The HuRef Browser: a web resource for individual human genomics,"Axelrod, Nelson and Lin, Yuan and Ng, Pauline C and Stockwell, Timothy B and Crabtree, Jonathan and Huang, Jiaqi and Kirkness, Ewen and Strausberg, Robert L and Frazier, Marvin E and Venter, J Craig and others",2008,Nucleic acids research,Oxford University Press,16,https://academic.oup.com/nar/article-abstract/37/suppl_1/D1018/1019569,HuRef Genome Browser
juan2014personal,The personal genome browser: visualizing functions of genetic variants,"Juan, Liran and Teng, Mingxiang and Zang, Tianyi and Hao, Yafeng and Wang, Zhenxing and Yan, Chengwu and Liu, Yongzhuang and Li, Jie and Zhang, Tianjiao and Wang, Yadong",2014,Nucleic acids research,Oxford University Press,7,https://academic.oup.com/nar/article-abstract/42/W1/W192/2435341,PGB
casillas2017pophuman,PopHuman: the human population genomics browser,"Casillas, S{\`o}nia and Mulet, Roger and Villegas-Mir{\'o}n, Pablo and Hervas, Sergi and Sanz, Esteve and Velasco, Daniel and Bertranpetit, Jaume and Laayouni, Hafid and Barbadilla, Antonio",2017,Nucleic acids research,Oxford University Press,2,https://academic.oup.com/nar/article-abstract/46/D1/D1003/4559406,PopHuman
darde2015reprogenomics,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community,"Darde, Thomas A and Sallou, Olivier and Becker, Emmanuelle and Evrard, Bertrand and Monjeaud, Cyril and Le Bras, Yvan and J{\'e}gou, Bernard and Collin, Olivier and Rolland, Antoine D and Chalmel, Fr{\'e}d{\'e}ric",2015,Nucleic acids research,Oxford University Press,5,https://academic.oup.com/nar/article-abstract/43/W1/W109/2467875,RGV
szot2017pbrowse,PBrowse: a web-based platform for real-time collaborative exploration of genomic data,"Szot, Peter S and Yang, Andrian and Wang, Xin and Parsania, Chirag and R{\""o}hm, Uwe and Wong, Koon Ho and Ho, Joshua WK",2017,Nucleic acids research,Oxford University Press,0,https://academic.oup.com/nar/article/doi/10.1093/nar/gkw1358/2918642/PBrowse-a-web-based-platform-for-real-time,PBrowse
wolfsberg2010using,Using the NCBI map viewer to browse genomic sequence data,"Wolfsberg, Tyra G",2010,Current protocols in bioinformatics,Wiley Online Library,44,https://onlinelibrary.wiley.com/doi/abs/10.1002/0471250953.bi0105s29,Map Viewer
bullard2010evaluation,Evaluation of statistical methods for normalization and differential expression in mRNA-Seq experiments,"Bullard, James H and Purdom, Elizabeth and Hansen, Kasper D and Dudoit, Sandrine",2010,BMC bioinformatics,BioMed Central,1165,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-94,GenomeGraphs
durinck2009genomegraphs,GenomeGraphs: integrated genomic data visualization with R,"Durinck, Steffen and Bullard, James and Spellman, Paul T and Dudoit, Sandrine",2009,BMC bioinformatics,BioMed Central,58,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-10-2,GenomeGraphs
carrere2017mygenomebrowser,myGenomeBrowser: building and sharing your own genome browser,"Carrere, S{\'e}bastien and Gouzy, J{\'e}r{\^o}me",2017,Bioinformatics,Oxford University Press,2,https://academic.oup.com/bioinformatics/article/doi/10.1093/bioinformatics/btw800/2736368/myGenomeBrowser-building-and-sharing-your-own,myGenomeBrowser
bare2010integration,Integration and visualization of systems biology data in context of the genome,"Bare, J Christopher and Koide, Tie and Reiss, David J and Tenenbaum, Dan and Baliga, Nitin S",2010,BMC bioinformatics,BioMed Central,39,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-382,Gaggle
shannon2006gaggle,The Gaggle: an open-source software system for integrating bioinformatics software and data sources,"Shannon, Paul T and Reiss, David J and Bonneau, Richard and Baliga, Nitin S",2006,BMC bioinformatics,BioMed Central,177,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-7-176,Gaggle
lawrence2009rtracklayer,rtracklayer: an R package for interfacing with genome browsers,"Lawrence, Michael and Gentleman, Robert and Carey, Vincent",2009,Bioinformatics,Oxford University Press,149,https://academic.oup.com/bioinformatics/article-abstract/25/14/1841/225816,rtracklayer
geihs2015interactive,An interactive genome browser of association results from the UK10K cohorts project,"Geihs, Matthias and Yan, Ying and Walter, Klaudia and Huang, Jie and Memari, Yasin and Min, Josine L and Mead, Daniel and Consortium, UK10K and Hubbard, Tim J and Timpson, Nicholas J and others",2015,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/31/24/4029/197324,UK10K Genome Browser
down2011dalliance,Dalliance: interactive genome viewing on the web,"Down, Thomas A and Piipari, Matias and Hubbard, Tim JP",2011,Bioinformatics,Oxford University Press,60,https://academic.oup.com/bioinformatics/article-abstract/27/6/889/235754,Dalliance
down2011dalliance,Dalliance: interactive genome viewing on the web,"Down, Thomas A and Piipari, Matias and Hubbard, Tim JP",2011,Bioinformatics,Oxford University Press,60,https://academic.oup.com/bioinformatics/article-abstract/27/6/889/235754,Biodalliance
abril2000gff2ps,gff2ps: visualizing genomic annotations,"Abril, Josep F and Guigo, Roderic",2000,Bioinformatics,Oxford University Press,64,https://academic.oup.com/bioinformatics/article-abstract/16/8/743/190424,Gff2ps
jiang2010cisgenome,CisGenome Browser: a flexible tool for genomic data visualization,"Jiang, Hui and Wang, Fan and Dyer, Nigel P and Wong, Wing Hung",2010,Bioinformatics,Oxford University Press,33,https://academic.oup.com/bioinformatics/article-abstract/26/14/1781/178901,CisGenome Browser
skidmore2016genvisr,GenVisR: genomic visualizations in R,"Skidmore, Zachary L and Wagner, Alex H and Lesurf, Robert and Campbell, Katie M and Kunisaki, Jason and Griffith, Obi L and Griffith, Malachi",2016,Bioinformatics,Oxford University Press,25,https://academic.oup.com/bioinformatics/article-abstract/32/19/3012/2196360,GenVisR
miller2012scribl,Scribl: an HTML5 Canvas-based graphics library for visualizing genomic data over the web,"Miller, Chase A and Anthony, Jon and Meyer, Michelle M and Marth, Gabor",2012,Bioinformatics,Oxford University Press,30,https://academic.oup.com/bioinformatics/article-abstract/29/3/381/256920,Scribl
friedel2009diprogb,DiProGB: the dinucleotide properties genome browser,"Friedel, Maik and Nikolajewa, Swetlana and S{\""u}hnel, J{\""u}rgen and Wilhelm, Thomas",2009,Bioinformatics,Oxford University Press,20,https://academic.oup.com/bioinformatics/article-abstract/25/19/2603/180234,DiProGB
gibson2003genome,Genome visualization made fast and simple,"Gibson, Rene and Smith, Douglas R.",2003,Bioinformatics,,29,https://pdfs.semanticscholar.org/52fd/bd4d28ddc63805ffe9f020059f2b7ff7d360.pdf,GenomePlot
zerbino2013wiggletools,WiggleTools: parallel processing of large collections of genome-wide datasets for visualization and statistical analysis,"Zerbino, Daniel R and Johnson, Nathan and Juettemann, Thomas and Wilder, Steven P and Flicek, Paul",2013,Bioinformatics,Oxford University Press,14,https://academic.oup.com/bioinformatics/article-abstract/30/7/1008/235372,WiggleTools
crabtree2014circleator,Circleator: flexible circular visualization of genome-associated data with BioPerl and SVG,"Crabtree, Jonathan and Agrawal, Sonia and Mahurkar, Anup and Myers, Garry S and Rasko, David A and White, Owen",2014,Bioinformatics,Oxford University Press,14,https://academic.oup.com/bioinformatics/article-abstract/30/21/3125/2422277,Circleator
younesy2016chase,ChAsE: chromatin analysis and exploration tool,"Younesy, Hamid and Nielsen, Cydney B and Lorincz, Matthew C and Jones, Steven JM and Karimi, Mohammad M and M{\""o}ller, Torsten",2016,Bioinformatics,Oxford University Press,8,https://academic.oup.com/bioinformatics/article-abstract/32/21/3324/2415083,ChAsE
kumagai2013tasuke,TASUKE: a web-based visualization program for large-scale resequencing data,"Kumagai, Masahiko and Kim, Jungsok and Itoh, Ryutaro and Itoh, Takeshi",2013,Bioinformatics,Oxford University Press,15,https://academic.oup.com/bioinformatics/article-abstract/29/14/1806/233205,TASUKE
ceol2015mi,The MI bundle: enabling network and structural biology in genome visualization tools,"C{\'e}ol, Arnaud and M{\""u}ller, Heiko",2015,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/31/22/3679/241205,MI Bundle
zhu2012mgaviewer,MGAviewer: a desktop visualization tool for analysis of metagenomics alignment data,"Zhu, Zhengwei and Niu, Beifang and Chen, Jing and Wu, Sitao and Sun, Shulei and Li, Weizhong",2012,Bioinformatics,Oxford University Press,16,https://academic.oup.com/bioinformatics/article-abstract/29/1/122/271915,MGAviewer
pak2012chromozoom,"ChromoZoom: a flexible, fluid, web-based genome browser","Pak, Theodore R and Roth, Frederick P",2012,Bioinformatics,Oxford University Press,14,https://academic.oup.com/bioinformatics/article-abstract/29/3/384/257413,Chromozoom
saito2009utgb,UTGB toolkit for personalized genome browsers,"Saito, Taro L and Yoshimura, Jun and Sasaki, Shin and Ahsan, Budrul and Sasaki, Atsushi and Kuroshu, Reginaldo and Morishita, Shinichi",2009,Bioinformatics,Oxford University Press,12,https://academic.oup.com/bioinformatics/article-abstract/25/15/1856/213178,UTGB
hervas2017popfly,PopFly: the Drosophila population genomics browser,"Hervas, Sergi and Sanz, Esteve and Casillas, S{\`o}nia and Pool, John E and Barbadilla, Antonio",2017,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/33/17/2779/3796397,PopFly
orostica2016chromplot,chromPlot: visualization of genomic data in chromosomal context,"Or{\'o}stica, Karen Y and Verdugo, Ricardo A",2016,Bioinformatics,Oxford University Press,4,https://academic.oup.com/bioinformatics/article-abstract/32/15/2366/1743488,chromPlot
vanderkam2016pileup,pileup. js: a JavaScript library for interactive and in-browser visualization of genomic data,"Vanderkam, Dan and Aksoy, B Arman and Hodes, Isaac and Perrone, Jaclyn and Hammerbacher, Jeff",2016,Bioinformatics,Oxford University Press,7,https://academic.oup.com/bioinformatics/article-abstract/32/15/2378/1744036,pileup.js
gel2017karyoploter,karyoploteR: an R/Bioconductor package to plot customizable genomes displaying arbitrary data,"Gel, Bernat and Serra, Eduard",2017,Bioinformatics,Oxford University Press,10,https://academic.oup.com/bioinformatics/article-abstract/33/19/3088/3857734,karyoploteR
sharman2013magnet,MaGnET: Malaria genome exploration tool,"Sharman, Joanna L and Gerloff, Dietlind L",2013,Bioinformatics,Oxford University Press,4,https://academic.oup.com/bioinformatics/article-abstract/29/18/2350/239954,MaGnET
shi2015popgev,PopGeV: a web-based large-scale population genome browser,"Shi, Xinyi and Peng, Jing and Yu, Xiaohan and Zhang, Xiaohong and Li, Dongye and Liu, Baohui and Kong, Fanjiang and Yuan, Xiaohui",2015,Bioinformatics,Oxford University Press,3,https://academic.oup.com/bioinformatics/article-abstract/31/18/3048/241285,PopGeV
